Modulo,Proceso,Area,Accion,Problema,Solucion,CausaRaiz,CausaGeneral
"TAR","Permisos de Trabajo","Contratista","Borrar/Eliminar","borrar el registro actual de este proyecto para volver a cargar toda la documentación","Problema:
El usuario solicita borrar el registro actual del proyecto  para volver a cargar toda la documentación.

Causa:
El usuario requiere actualizar o corregir información y considera que eliminar el proyecto completo es la forma adecuada para reiniciar el proceso.

Solución:
Se informa que no es posible eliminar el proyecto, ya que esta acción no es la solución correcta y podría afectar la trazabilidad del proceso.
Se orienta al usuario para que realice la actualización o carga de documentación directamente sobre el proyecto ya registrado en la plataforma. Asimismo, se le indica que puede apoyarse en la sección Módulo Capacitación / Soporte Técnico dentro de su módulo de terceros para guiarse durante el proceso.","Eliminación/Baja",""
"TAR","Listado de Personal","Contratista","Modificar/editar","Buenas tardes, a uno de nuestros colaboradores al momento de escanear su código del curso de inducción no se puede visualizar su fotografía","Problema:
El usuario requiere actualizar la fotografía de un colaborador en la plataforma.

Causa:
La imagen registrada actualmente no es correcta, está desactualizada o necesita ser reemplazada para continuar con el proceso correspondiente.

Solución:
Se indica al usuario ingresar al enlace de actualización de perfil:
https://entersys.mx/actualizar-perfil

Debe acceder utilizando el RFC y NSS del colaborador para poder tomar y registrar una nueva fotografía en el sistema.

Se ofrece acompañamiento en caso de requerir apoyo durante el proceso.","",""
"TAR","Permisos de Trabajo","Contratista","Borrar/Eliminar","Requiero eliminar el proyecto para volver a cargar toda la información","Problema:
El usuario solicita eliminar el proyecto registrado en el proceso de Permisos de Trabajo para volver a cargar toda la información.

Causa:
El usuario requiere actualizar información y/o documentación del proyecto y considera que la eliminación total del registro es la forma adecuada para realizar la corrección.

Solución:
Se informa que no es posible dar de baja el proyecto, ya que esta acción no es la solución correcta y podría afectar la trazabilidad del proceso.
Se orienta al usuario para que realice la actualización directamente sobre el proyecto ya registrado en la plataforma. Asimismo, se le indica que dentro de su módulo de terceros cuenta con la sección Módulo Capacitación / Soporte Técnico, donde encontrará material de apoyo para guiarse durante la carga o actualización de documentación.","Capacitación","Incidencias de Usuario"
"TAR","Análisis IPERC / AST","Contratista","Revisión de información ingresada/sistema","Me aparece que no están habilitados unos colaboradores. Me apoyan indicándome cuál es el error, por favor. 92988207160, 09200553957, 45998136662","Problema:
El usuario reporta que tres colaboradores aparecen como no habilitados en el proceso de Análisis IPERC / AST.
NSS: 92988207160, 09200553957 y 45998136662.

Causa:

92988207160
El sistema lo muestra en rojo fuerte, lo que indica que el colaborador no se encuentra registrado en el Listado de Personal o no está correctamente asociado al proyecto.

09200553957
Aparece como No apto para trabajos de izaje y elevación de cargas, debido a que no se encuentran registradas correctamente las fechas de las DC3 en su perfil.

45998136662 – Jesús Baraquiel González Esteban
Se muestra en rojo claro, ya que únicamente cuenta con competencias registradas para Actividades no peligrosas, por lo que no está habilitado para trabajos de izaje y elevación de cargas.

Solución:

Para el NSS 92988207160, validar que el colaborador esté dado de alta en el Listado de Personal y correctamente asociado al proyecto.

Para los NSS 09200553957 y 45998136662, es necesario verificar en el Listado de Personal que las fechas de las DC3 estén correctamente capturadas en la sección Datos, completando todos los campos obligatorios.

Se recomienda seguir el punto número 5 del manual para la correcta actualización de la información.","Consulta informativa","Incidencias en Procesos/Administrativos"
"TAR","Listado de Personal","Contratista","Borrar/Eliminar","eliminar documento de resultados de inducción en el perfil del colaborador Lázaro Román Villavicencio Moreno","Se cierra a falta de respuesta por parte del contratista","Eliminación/Baja",""
"TAR","Documentación General","Técnico de Seguridad","Borrar/Eliminar","Eliminar dos documentos de resultados médicos anexo evidencia son los que están en recuadro amarillo a nombre de José Julio Zamora Pichardo","Problema:
El usuario solicitó la eliminación de dos documentos de resultados médicos (marcados en recuadro amarillo en la evidencia) a nombre de José Julio Zamora Pichardo, dentro del proceso de Documentación General.

Causa:
Los archivos fueron cargados incorrectamente en la plataforma, por lo que era necesario retirarlos para evitar inconsistencias en la información del colaborador.

Solución:
Se realizó la eliminación de los dos documentos solicitados en el sistema. La información ya no se encuentra visible en la plataforma.","Eliminación/Baja",""
"TAR","Otro","Técnico de Seguridad","Accesos (visualización/plataforma)","SOLICITUD PARA VISUALIZAR LAS U.O. DE LA R. COSTAS - CRUZ GRANDE, SAN JUAN DE LOS LLANOS Y PINOTEPA","Problema: El usuario juan.cruz@kof.com solicita permisos para visualizar 3 UOs adicionales de la región R. Costas (Cruz Grande, San Juan de los Llanos y Pinotepa).

Causa: Actualización de alcance/permisos del usuario.

Solución: Se asignaron los permisos correspondientes a las 3 UOs solicitadas en el sistema. Se instruyó al usuario refrescar la página para visualizar los cambios.","Permisos/accesos","Incidencias Técnicas"
"TAR","Plan de rescate","Contratista","Borrar/Eliminar","se adjunto un archivo word erroneo, solicito de su apoyo para la eliminacion del mismo  el cual tiene como titulo plan de rescate","Problema: El usuario auxiliar1@fireandcontrols.com solicita borrar un archivo Word erróneo en ""Plan de Rescate"".

Causa: Error de carga del usuario (archivo incorrecto).

Solución: Se eliminó el archivo desde el sistema. Se instruyó al usuario sobre la función de sobrescritura automática para evitar futuros tickets por este motivo.","Eliminación/Baja",""
"TAR","Documentación General","Contratista","Revisión de información ingresada/sistema","Buenas tardes, ya se actualizo opinión de cumplimiento. Me aparece rechazada ultima declaración de prima de riesgo, sin embargo al no haber tenido ningún incidente en los últimos años. Estamos exentos de presentar dicha declaración y conservamos la prima minima de .5","Problema: El técnico carga documentación pero no se actualiza su estatus y comenta que esta excento de presentar unad ocumentación
Causa: el sistema no cambia automaticamente el estatus de aporbación, se requiere que el técnico de seguridad asignado al proyecto en curso revise y posteriormente valide y apruebe o rechace la documentación cargada y en el estandarn no existe referencia para excentar el registro de una documentación especifica
Solución: se le brinda la información descrita al contratista y una captura de visualziación donde el estatus actual de su documetnación ya esta aprobada ya que el técnico ya realizo la validación correspondiente","Capacitación","Incidencias de Usuario"
"ON Boarding","","Contratista","","Buenos días equipo, el día de hoy me encontraba realizando mi examen de inducción, pero al momento de enviar mis respuestas la página me marco un error de envío y me mando a una segunda interfaz donde me decía que ya había realizado mis 3 intentos sin razón alguna y cuando trate de ingresar nuevamente me rojo un mensaje que mi acceso estaba bloqueado de l cual anexo una captura de pantalla","Problema: El usuario saenz.j99@yahoo.com reporta error al enviar el examen: el sistema lo bloqueó alegando ""3 intentos fallidos"" tras el primer envío, impidiendo la descarga del certificado.

Causa: Error del sistema (Glitch) en el módulo de exámenes/bloqueo automático.

Solución: Se notificó al usuario que el caso está en revisión interna. Soporte validará los logs para generar el certificado manualmente y desbloquear al usuario, contactándolo en cuanto esté listo.","Sistema","Incidencias Técnicas"
"TAR","Documentación General","Técnico de Seguridad","Revisión de información ingresada/sistema","Al modificar la fecha del IMSS no se visualiza la corrección, y aparece como no vigente. no se puede visualizar Alcance y desarrollo, No se puede visualizar Matriz IPERC, tampoco plan de rescate, documentos que anteriormente ya se habian aprobado","Problema: El usuario obed.romero@kof.com (Técnico Seguridad) reporta que, tras modificar la fecha del IMSS, esta no se actualiza (sigue ""no vigente"") y no puede visualizar ""Alcance"", ""Matriz IPERC"" ni ""Plan de Rescate"".

Causa: Error de procedimiento en la carga de datos (Usuario no espera la sincronización). Los documentos sí existen en BD.

Solución: Se validó la existencia de los archivos. Se instruyó al usuario realizar el flujo correcto: Usar ""Búsqueda Proyecto"" -> Esperar 30s-1min (carga de datos) -> Refrescar (F5) -> Navegar a las secciones.","Consulta informativa","Incidencias en Procesos/Administrativos"
"ON Boarding","","Contratista","","No aperece foto y no aparece RFC","""Problema: El usuario operaciones@servicioatsi.com reporta que en el correo/documento recibido no aparecen la foto ni el RFC.

Causa: Error en la generación o visualización del envío automático.

Solución: Se realizó el reenvío manual del correo. Se indicó al usuario esperar de 5 a 10 minutos y notificar si el error persiste.""","Sistema","Incidencias Técnicas"
"TAR","Listado de Personal","Contratista","Revisión de información ingresada/sistema","Se cargó información y documentos del personal pero no se visualiza por parte de seguridad Femsa para la revisión, urge porque está pronto a inciar el proyecto.","Problema: El usuario perla.medina@ikconsulting.net reporta que Seguridad KOF no puede visualizar los documentos que ella cargó para la OC 5501165907.

Causa: Error de sincronización/visualización en la interfaz del evaluador.

Solución: Se aplicó una actualización al sistema para forzar la visualización de los archivos y prevenir recurrencia. Se confirmó que el Técnico ya debe poder ver la información.","Configuración","Incidencias Técnicas"
"TAR","Listado de Personal","Técnico de Seguridad","Revisión de información ingresada/sistema","No se ve reflejada la información del contratista","Problema: El usuario hector.hernandez@kof.com (Técnico Seguridad) reporta que no se ve reflejada la información del contratista en el Listado de Personal.

Causa: Error de sincronización/visualización en la plataforma.

Solución: Se aplicó una actualización al sistema para forzar la visualización y prevenir recurrencia. Se instruyó al usuario refrescar la página (F5) para ver los cambios.","Configuración","Incidencias Técnicas"
"TAR","Alta de proyecto","Técnico de Seguridad","Consultas","necesitamos que un proveedor se de de alta, el problema esta en que viene por parte de AXXA la aseguradora de T1 KOF quien genero daño al porton del acceso a CEDIS Atlacomulco, no habria orden de compra ya que es una reparación de daños (somos afectados)","Problema: El usuario isael.garcia@kof.com necesita registrar a un proveedor (reparación de daños por aseguradora) que no cuenta con Orden de Compra (OC) interna de KOF.

Causa: El sistema exige una OC para crear proyectos.

Solución:

Se generó y proporcionó una OC provisional interna: R120226ENT.

Se indicaron los pasos (Alta empresa > Usuario > Login) y se adjuntó el manual para que el proveedor cargue su documentación de seguridad bajo esa referencia.","Consulta informativa","Incidencias en Procesos/Administrativos"
